created_at,entry_id,field4
2019-06-02 05:04:18 UTC,33,
2019-06-02 05:10:13 UTC,34,
2019-06-02 05:16:10 UTC,35,
2019-06-02 05:22:06 UTC,36,
2019-06-02 06:00:59 UTC,37,
2019-06-02 06:09:08 UTC,38,
2019-06-02 06:15:01 UTC,39,
2019-06-02 06:20:56 UTC,40,
2019-06-02 06:26:52 UTC,41,
2019-06-02 06:36:04 UTC,42,
2019-06-02 06:40:36 UTC,43,
2019-06-02 06:53:56 UTC,44,
2019-06-02 06:59:50 UTC,45,
2019-06-02 07:05:46 UTC,46,
2019-06-02 07:24:08 UTC,47,
2019-06-02 08:38:59 UTC,48,29
2019-06-02 08:39:20 UTC,49,31
2019-06-02 08:39:40 UTC,50,25
2019-06-02 08:40:01 UTC,51,22
2019-06-02 08:40:22 UTC,52,22
2019-06-02 08:40:42 UTC,53,22
2019-06-02 08:41:03 UTC,54,20
2019-06-02 08:41:24 UTC,55,29
2019-06-02 08:41:44 UTC,56,20
2019-06-02 08:42:05 UTC,57,22
2019-06-02 08:42:26 UTC,58,21
2019-06-02 08:42:46 UTC,59,30
2019-06-02 08:43:07 UTC,60,21
2019-06-02 08:43:28 UTC,61,22
2019-06-02 08:43:49 UTC,62,21
2019-06-02 08:44:09 UTC,63,21
2019-06-02 08:44:30 UTC,64,28
2019-06-02 08:44:51 UTC,65,208
2019-06-02 08:45:11 UTC,66,162
2019-06-02 08:45:32 UTC,67,62
2019-06-02 08:45:53 UTC,68,27
2019-06-02 08:46:13 UTC,69,29
2019-06-02 08:46:34 UTC,70,21
2019-06-02 08:46:55 UTC,71,26
2019-06-02 08:47:15 UTC,72,21
2019-06-02 08:47:36 UTC,73,28
2019-06-02 08:47:57 UTC,74,22
2019-06-02 09:45:16 UTC,75,17
2019-06-02 09:45:36 UTC,76,22
2019-06-02 09:45:57 UTC,77,17
2019-06-02 09:46:18 UTC,78,19
2019-06-02 09:46:39 UTC,79,21
2019-06-02 09:46:59 UTC,80,18
2019-06-02 09:50:28 UTC,81,29
2019-06-02 09:50:49 UTC,82,30
2019-06-02 09:51:10 UTC,83,28
2019-06-02 09:51:30 UTC,84,28
2019-06-02 09:51:51 UTC,85,27
2019-06-02 09:52:12 UTC,86,28
2019-06-02 09:52:32 UTC,87,33
2019-06-02 09:52:53 UTC,88,32
2019-06-02 09:53:14 UTC,89,28
2019-06-02 09:53:34 UTC,90,27
2019-06-02 09:53:55 UTC,91,26
2019-06-02 09:54:15 UTC,92,246
2019-06-02 09:54:36 UTC,93,26
2019-06-02 09:54:57 UTC,94,27
2019-06-02 09:55:18 UTC,95,26
2019-06-02 09:55:38 UTC,96,27
2019-06-02 09:55:59 UTC,97,28
2019-06-02 09:56:19 UTC,98,28
2019-06-02 09:56:40 UTC,99,28
2019-06-03 06:44:17 UTC,100,15
2019-06-03 06:53:30 UTC,101,90
2019-06-03 06:59:23 UTC,102,103
2019-06-03 07:06:34 UTC,103,82
2019-06-03 07:12:56 UTC,104,49
2019-06-03 07:17:32 UTC,105,29
2019-06-03 07:24:50 UTC,106,49
2019-06-03 07:34:50 UTC,107,1024
2019-06-03 07:41:47 UTC,108,1024
2019-06-03 07:48:13 UTC,109,1024
2019-06-03 07:54:08 UTC,110,1024
2019-06-03 08:00:05 UTC,111,1024
2019-06-03 08:06:01 UTC,112,1024
2019-06-03 08:11:58 UTC,113,1024
2019-06-03 08:19:04 UTC,114,1024
2019-06-03 08:29:37 UTC,115,1024
2019-06-03 08:43:15 UTC,116,1024
2019-06-03 08:50:15 UTC,117,1024
2019-06-03 08:56:11 UTC,118,1024
2019-06-04 16:03:43 UTC,119,55
2019-06-04 16:10:04 UTC,120,67
2019-06-04 16:16:15 UTC,121,67
2019-06-04 16:22:13 UTC,122,68
2019-06-04 16:28:10 UTC,123,74
2019-06-04 16:34:08 UTC,124,68
2019-06-04 16:40:06 UTC,125,69
2019-06-04 16:46:03 UTC,126,134
2019-06-04 16:52:03 UTC,127,64
2019-06-04 16:58:01 UTC,128,65
2019-06-04 17:04:00 UTC,129,61
2019-06-04 17:10:00 UTC,130,65
2019-06-04 17:15:58 UTC,131,102
2019-06-04 18:00:48 UTC,132,39
