Timestamp,PM2.5,PM10,Gas,CO,Temp,Hum,Status
2026-04-28 07:45:05 UTC,24,27,3.82,0.67,31.2,53.3,Safe
2026-04-28 07:45:15 UTC,24,27,3.82,0.67,31.2,53,Safe
2026-04-28 07:45:25 UTC,23,25,3.76,0.67,31.1,52.1,Safe
2026-04-28 07:45:35 UTC,24,26,3.76,0.66,31.1,51.5,Safe
2026-04-28 07:45:45 UTC,23,26,3.78,0.67,31,51.1,Safe
2026-04-28 07:45:55 UTC,22,27,3.75,0.66,31,50.4,Safe
2026-04-28 07:46:05 UTC,23,27,3.83,0.67,30.9,50.4,Safe
2026-04-28 07:46:15 UTC,23,26,3.82,0.66,30.8,49.1,Safe
2026-04-28 07:46:25 UTC,37,44,3.85,0.68,26.8,75.7,Safe
2026-04-28 07:46:35 UTC,36,41,3.92,0.68,26.9,75.1,Safe
2026-04-28 07:46:45 UTC,36,42,3.84,0.68,26.9,74.9,Safe
2026-04-28 07:46:55 UTC,36,41,3.92,0.69,27,74.9,Safe
2026-04-28 07:47:05 UTC,36,41,3.92,0.69,27,74.8,Safe
2026-04-28 07:47:15 UTC,36,41,3.86,0.68,27,74.6,Safe
2026-04-28 07:47:25 UTC,36,42,3.9,0.69,27,74.3,Safe
2026-04-28 07:47:35 UTC,37,43,3.84,0.67,27,74.2,Safe
2026-04-28 07:47:45 UTC,37,45,3.93,0.69,27.1,74.1,Safe
2026-04-28 07:47:55 UTC,37,43,3.85,0.67,27.1,74.1,Safe
2026-04-28 07:48:05 UTC,37,41,3.92,0.68,27.1,74.1,Safe
2026-04-28 07:48:15 UTC,38,42,3.83,0.67,27.1,74.2,Safe
2026-04-28 07:48:25 UTC,38,43,3.93,0.68,27.1,74.2,Safe
2026-04-28 07:48:35 UTC,36,42,3.84,0.67,27.2,74.1,Safe
2026-04-28 07:48:45 UTC,36,43,3.89,0.68,27.2,73.5,Safe
2026-04-28 07:48:55 UTC,36,43,3.81,0.67,27.2,73.3,Safe
2026-04-28 07:49:05 UTC,36,42,3.9,0.69,27.2,73.2,Safe
2026-04-28 07:49:15 UTC,35,39,3.93,0.69,27.2,73.2,Safe
2026-04-28 07:49:25 UTC,34,39,3.85,0.67,27.2,73.6,Safe
2026-04-28 07:49:35 UTC,35,38,3.91,0.68,27.2,73.9,Safe
2026-04-28 07:49:45 UTC,35,42,3.86,0.68,27.3,74.1,Safe
2026-04-28 07:49:55 UTC,36,44,3.93,0.69,27.3,74.1,Safe
2026-04-28 07:50:05 UTC,36,44,3.84,0.67,27.3,74.1,Safe
2026-04-28 07:50:15 UTC,35,41,3.91,0.68,27.4,74,Safe
2026-04-28 07:50:25 UTC,35,42,3.84,0.67,27.4,73.5,Safe
2026-04-28 07:50:35 UTC,34,41,3.9,0.68,27.4,72.9,Safe
2026-04-28 07:50:45 UTC,33,39,3.87,0.68,27.4,72.7,Safe
2026-04-28 07:50:55 UTC,33,37,3.87,0.68,27.5,72.6,Safe
2026-04-28 07:51:05 UTC,32,33,3.84,0.67,27.5,72.3,Safe
2026-04-28 07:51:15 UTC,29,32,3.84,0.67,27.5,71.7,Safe
2026-04-28 07:51:25 UTC,30,34,3.9,0.68,27.5,71.8,Safe
2026-04-28 07:51:35 UTC,31,34,3.84,0.67,27.6,71.8,Safe
2026-04-28 07:51:45 UTC,29,33,3.89,0.68,27.6,71.6,Safe
2026-04-28 07:51:55 UTC,27,31,3.8,0.67,27.6,70.8,Safe
2026-04-28 07:52:05 UTC,28,32,3.89,0.68,27.6,70.6,Safe
2026-04-28 07:52:15 UTC,29,32,3.81,0.67,27.6,70.8,Safe
2026-04-28 07:52:25 UTC,30,30,3.89,0.68,27.7,71.1,Safe
2026-04-28 07:52:35 UTC,29,30,3.84,0.67,27.7,70.9,Safe
2026-04-28 07:52:45 UTC,30,31,3.89,0.68,27.7,70.8,Safe
2026-04-28 07:52:55 UTC,28,34,3.89,0.68,27.7,70.6,Safe
2026-04-28 07:53:05 UTC,28,34,3.8,0.66,27.7,70.7,Safe
2026-04-28 07:53:15 UTC,28,33,3.88,0.68,27.7,70.9,Safe
2026-04-28 07:53:25 UTC,28,33,3.84,0.67,27.8,70.7,Safe
2026-04-28 07:53:35 UTC,28,32,3.87,0.68,27.8,70.2,Safe
2026-04-28 07:53:45 UTC,29,31,3.84,0.67,27.8,69.9,Safe
2026-04-28 07:53:55 UTC,30,31,3.89,0.68,27.8,70,Safe
2026-04-28 07:54:05 UTC,28,31,3.78,0.66,27.8,70.3,Safe
2026-04-28 07:54:15 UTC,25,30,3.89,0.68,27.8,70,Safe
2026-04-28 07:54:25 UTC,26,29,3.83,0.67,27.8,69.9,Safe
2026-04-28 07:54:35 UTC,25,28,3.88,0.68,27.9,69.7,Safe
2026-04-28 07:54:45 UTC,24,28,3.82,0.67,27.8,69.7,Safe
2026-04-28 07:54:55 UTC,23,27,3.88,0.68,27.9,69.6,Safe
2026-04-28 07:55:05 UTC,23,27,3.85,0.67,27.9,69.1,Safe
2026-04-28 07:55:15 UTC,23,27,3.79,0.67,27.9,69.1,Safe
2026-04-28 07:55:25 UTC,24,26,3.86,0.68,27.9,69,Safe
2026-04-28 07:55:35 UTC,23,26,3.8,0.67,27.9,69.2,Safe
2026-04-28 07:55:45 UTC,23,27,3.89,0.68,28,69.2,Safe
2026-04-28 07:55:55 UTC,22,28,3.75,0.66,28,69.1,Safe
2026-04-28 07:56:05 UTC,24,29,3.87,0.68,28,68.9,Safe
2026-04-28 07:56:15 UTC,25,28,3.79,0.67,28,68.7,Safe
2026-04-28 07:56:25 UTC,25,29,3.88,0.68,28,68.8,Safe
2026-04-28 07:56:35 UTC,25,29,3.89,0.68,28,68.9,Safe
2026-04-28 07:56:45 UTC,25,27,3.85,0.67,28,69.1,Safe
2026-04-28 07:56:55 UTC,27,29,3.86,0.68,28,69.1,Safe
2026-04-28 07:57:05 UTC,28,31,3.8,0.67,28,69,Safe
2026-04-28 07:57:15 UTC,29,33,3.87,0.67,28,69,Safe
2026-04-28 07:57:25 UTC,30,37,3.82,0.67,28.1,69.2,Safe
2026-04-28 07:57:35 UTC,31,40,3.88,0.68,28.1,69.2,Safe
2026-04-28 07:57:45 UTC,32,39,3.8,0.67,28.1,69.1,Safe
2026-04-28 07:57:55 UTC,31,37,3.89,0.68,28.1,69.3,Safe
2026-04-28 07:58:05 UTC,32,40,3.78,0.66,28.1,69.2,Safe
2026-04-28 07:58:15 UTC,31,39,3.89,0.68,28.2,69.2,Safe
2026-04-28 07:58:25 UTC,28,31,3.8,0.67,28.2,68.4,Safe
2026-04-28 07:58:35 UTC,26,27,3.84,0.67,28.2,67.9,Safe
2026-04-28 07:58:45 UTC,23,26,3.9,0.68,28.2,67.4,Safe
2026-04-28 07:58:55 UTC,23,25,3.8,0.67,28.2,67.2,Safe
2026-04-28 07:59:05 UTC,20,21,3.89,0.67,28.2,67.2,Safe
2026-04-28 07:59:15 UTC,18,20,3.8,0.67,28.2,67,Safe
2026-04-28 07:59:25 UTC,17,20,3.85,0.67,28.2,66.9,Safe
2026-04-28 07:59:35 UTC,14,18,3.82,0.67,28.2,67,Safe
2026-04-28 07:59:45 UTC,14,18,3.88,0.67,28.2,67,Safe
2026-04-28 07:59:55 UTC,13,17,3.79,0.67,28.2,66.8,Safe
2026-04-28 08:00:05 UTC,10,16,3.87,0.67,28.3,66.7,Safe
2026-04-28 08:00:15 UTC,11,17,3.81,0.67,28.3,66.6,Safe
2026-04-28 08:00:25 UTC,12,15,3.86,0.67,28.3,66.2,Safe
2026-04-28 08:00:35 UTC,11,14,3.78,0.66,28.3,66.3,Safe
2026-04-28 08:00:45 UTC,10,15,3.75,0.66,28.3,66.4,Safe
2026-04-28 08:00:55 UTC,12,15,3.87,0.68,28.3,66.5,Safe
2026-04-28 08:01:05 UTC,11,15,3.78,0.66,28.4,66.5,Safe
2026-04-28 08:01:15 UTC,10,15,3.87,0.68,28.4,66.5,Safe
2026-04-28 08:01:25 UTC,9,13,3.8,0.67,28.4,66.4,Safe
2026-04-28 08:01:35 UTC,9,12,3.86,0.67,28.4,65.9,Safe
2026-04-28 08:01:45 UTC,10,13,3.82,0.66,28.4,66,Safe
2026-04-28 08:01:55 UTC,10,13,3.86,0.67,28.4,66.1,Safe
2026-04-28 08:02:05 UTC,11,15,3.78,0.67,28.4,65.9,Safe
2026-04-28 08:02:15 UTC,12,14,3.87,0.67,28.4,66,Safe
2026-04-28 08:02:25 UTC,14,20,3.87,0.68,28.4,66,Safe
2026-04-28 08:02:35 UTC,15,21,3.86,0.67,28.3,66.1,Safe
2026-04-28 08:02:45 UTC,16,20,3.87,0.68,28.4,65.9,Safe
2026-04-28 08:02:55 UTC,17,20,3.81,0.67,28.4,66.1,Safe
2026-04-28 08:03:05 UTC,15,18,3.86,0.68,28.4,65.7,Safe
2026-04-28 08:03:15 UTC,13,15,3.81,0.67,28.4,65.6,Safe
2026-04-28 08:03:25 UTC,11,15,3.87,0.67,28.4,65.7,Safe
2026-04-28 08:03:35 UTC,10,15,3.79,0.67,28.4,65.4,Safe
2026-04-28 08:03:45 UTC,11,15,3.87,0.68,28.4,65.6,Safe
2026-04-28 08:03:55 UTC,12,16,3.78,0.66,28.4,65.7,Safe
2026-04-28 08:04:05 UTC,15,19,3.84,0.67,28.4,65.7,Safe
2026-04-28 08:04:15 UTC,17,20,3.79,0.67,28.5,65.9,Safe
2026-04-28 08:04:25 UTC,18,20,3.84,0.68,28.5,65.7,Safe
2026-04-28 08:04:35 UTC,16,19,3.86,0.67,28.5,65.7,Safe
2026-04-28 08:04:45 UTC,14,16,3.81,0.66,28.5,65.4,Safe
2026-04-28 08:04:55 UTC,13,16,3.84,0.67,28.5,65.4,Safe
2026-04-28 08:05:05 UTC,13,19,3.81,0.67,28.6,65.7,Safe
2026-04-28 08:05:15 UTC,12,20,3.88,0.67,28.6,65.8,Safe
2026-04-28 08:05:25 UTC,15,21,3.73,0.66,28.6,66,Safe
2026-04-28 08:05:35 UTC,14,21,3.85,0.67,28.6,65.8,Safe
2026-04-28 08:05:45 UTC,17,20,3.8,0.66,28.7,65.8,Safe
2026-04-28 08:05:55 UTC,16,19,3.8,0.67,28.7,65.7,Safe
2026-04-28 08:06:05 UTC,15,19,3.86,0.68,28.7,65.8,Safe
2026-04-28 08:06:15 UTC,15,19,3.84,0.68,28.7,66,Safe
2026-04-28 08:06:25 UTC,16,20,3.86,0.68,28.8,66,Safe
2026-04-28 08:06:35 UTC,16,21,3.8,0.66,28.8,66.1,Safe
2026-04-28 08:06:45 UTC,17,20,3.84,0.67,28.8,66,Safe
2026-04-28 08:06:55 UTC,18,20,3.8,0.67,28.9,66.1,Safe
2026-04-28 08:07:05 UTC,17,20,3.87,0.68,28.9,66,Safe
2026-04-28 08:07:15 UTC,19,22,3.8,0.66,28.9,65.8,Safe
2026-04-28 08:07:25 UTC,21,22,3.87,0.68,29,65.8,Safe
