Timestamp,PM25,PM10,MQ2_PPM,MQ7_PPM,Temp,Hum,Status
2026-03-22 05:00:00 UTC,749,877,33.11,2156.38,32.9,53.8,Hazardous
2026-03-22 05:00:10 UTC,778,911,40.97,2151.05,32.9,53.0,Hazardous
2026-03-22 05:00:20 UTC,968,1220,43.68,2159.04,32.9,52.9,Hazardous
2026-03-22 05:00:30 UTC,1085,1375,34.63,2092.49,33.0,53.1,Hazardous
2026-03-22 05:00:40 UTC,1094,1357,33.02,2113.79,33.1,53.3,Hazardous
2026-03-22 05:00:50 UTC,1068,1328,31.98,2081.85,33.2,52.6,Hazardous
2026-03-22 05:01:00 UTC,935,1141,33.92,2095.15,33.2,51.8,Hazardous
2026-03-22 05:01:10 UTC,676,801,31.04,2065.88,33.2,51.8,Hazardous
2026-03-22 05:01:20 UTC,457,531,32.49,2076.52,33.1,52.2,Hazardous
2026-03-22 05:01:30 UTC,300,346,30.2,2052.57,33.1,51.6,Hazardous
2026-03-22 05:01:40 UTC,190,216,31.98,2065.88,33.0,52.2,Hazardous
2026-03-22 05:01:50 UTC,144,161,29.45,2049.91,33.0,52.9,Hazardous
2026-03-22 05:02:00 UTC,110,121,31.53,2063.22,32.9,51.8,Hazardous
2026-03-22 05:02:10 UTC,101,111,33.11,2193.64,32.7,51.8,Hazardous
2026-03-22 05:02:20 UTC,185,205,35.62,2222.92,32.8,52.2,Hazardous
2026-03-22 05:02:30 UTC,223,249,31.77,2105.81,32.9,53.3,Hazardous
2026-03-22 05:02:40 UTC,169,188,32.71,2103.14,32.9,53.9,Hazardous
2026-03-22 05:02:50 UTC,143,162,30.12,2071.2,32.9,53.0,Hazardous
2026-03-22 05:03:00 UTC,107,119,31.98,2079.18,32.9,51.1,Hazardous
2026-03-22 05:03:10 UTC,102,114,33.86,2097.82,32.2,55.5,Hazardous
2026-03-22 05:03:20 UTC,186,211,35.35,2113.79,32.2,55.3,Hazardous
2026-03-22 05:03:30 UTC,525,632,42.58,2151.05,32.3,55.1,Hazardous
2026-03-22 05:03:40 UTC,521,619,36.26,2116.45,32.3,54.5,Hazardous
2026-03-22 05:03:50 UTC,446,520,38.76,2135.08,32.3,54.3,Hazardous
2026-03-22 05:04:00 UTC,568,680,35.12,2103.14,32.3,54.0,Hazardous
2026-03-22 05:04:10 UTC,847,1058,38.76,2177.67,32.3,53.8,Hazardous
2026-03-22 05:04:20 UTC,872,1069,35.85,2140.41,32.3,54.8,Hazardous
2026-03-22 05:04:30 UTC,598,710,39.13,2225.58,32.4,55.2,Hazardous
2026-03-22 05:04:40 UTC,400,465,35.85,2169.69,32.5,55.7,Hazardous
2026-03-22 05:04:50 UTC,405,455,42.1,2190.98,32.6,55.7,Hazardous
2026-03-22 05:05:00 UTC,339,378,42.3,2182.99,32.6,55.9,Hazardous
2026-03-22 05:05:10 UTC,306,342,40.66,2159.04,32.7,56.3,Hazardous
